id,city,was_crawled,was_analyzed,channel_title_1,channel_description_1,URL_1,channel_title_2,channel_description_2,URL_2,channel_title_3,channel_description_3,URL_3,channel_title_4,channel_description_4,URL_4,channel_title_5,channel_description_5,URL_5,channel_title_6,channel_description_6,URL_6,channel_title_7,channel_description_7,URL_7,channel_title_8,channel_description_8,URL_8
AT00007959,the villages,yes,,The Villages Florida,"The Villages is an active retirement community located in sunny central Florida. Conceived over 50 years ago, our hometown has ...",https://www.youtube.com/channel/UC4UimES_xLEu_7VPyMrIeKA,The Villages Florida ,Welcome to The Villages Homes on tree lined streets. Golf carts cruising by. Neighbors mingling in the town squares.,https://www.youtube.com/channel/UCBHPbuR57eczLY2HcbNz4BQ,Exploring The Villages Florida,Join us (Dave and Brenda) as we explore The retirement community of The Villages Florida. We will explore new construction ...,https://www.youtube.com/channel/UCVq6hkSHTakwLuvt5Me-abw,,,,,,,,,,,,,,,
AT00007968,titusville,yes,,TitusvilleFloridaUSA,"All about the city of Titusville, Florida, gateway to nature and space. Titusville is a city in Brevard County, Florida in the United ...",https://www.youtube.com/channel/UC11hy4SA6eV1QW5qTSopFAw,,,,,,,,,,,,,,,,,,,,,
AT00007970,treasure island,yes,,"City of Treasure Island, FL (Official Page)","Treasure Island, located along the Gulf of Mexico, is home to white sandy beaches, pristine waters, hotels, restaurants and ...",https://www.youtube.com/channel/UCU5ocMcwbaVkK5RgaKIZK_w,"City of Treasure Island, Florida",,https://www.youtube.com/channel/UCAJz6vWkUUfyiKt6ywVZWig,City of Treasure Island,"Video produced by the City of Treasure Island, Florida.",https://www.youtube.com/channel/UCxXxsTxzMRjaqL7a4bdBXsQ,TreasureIslandFL,"Video produced by the City of Treasure Island, Florida.",https://www.youtube.com/channel/UCP7GA9cG2AKtIgZcheeuwgQ,,,,,,,,,,,,
AT00007971,trenton,yes,,,,,,,,,,,,,,,,,,,,,,,,,
AT00007973,trinity,yes,,,,,,,,,,,,,,,,,,,,,,,,,
AT00007975,umatilla,yes,,,,,,,,,,,,,,,,,,,,,,,,,
AT00007981,valparaiso,yes,,Destiny Worship Center,Welcome to the official Destiny Worship Center YouTube channel which features the latest sermons and preaching from our ...,https://www.youtube.com/channel/UCULwAoCDC-aHRtofvReacUA,,,,,,,,,,,,,,,,,,,,,
AT00007984,venice,yes,,City of Venice Official,"Content created for visitors, residents, contractors, business owners, and staff of the City of Venice, Florida.",https://www.youtube.com/channel/UChqOv4dgB7aBzTq1KN9VoNQ,Venice Florida,"This is the official site for the City of Venice, Florida.",https://www.youtube.com/channel/UClLEoLKX2tAUdQchPgplTrw,Venice Business Directory,"Venice Business Directory is a simple to use guide to the best local business, restaurants, attractions, and things to do. Some of ...",https://www.youtube.com/channel/UCLrC8Vcy941cSFKQ9NRezFQ,,,,,,,,,,,,,,,
AT00007986,vernon,yes,,Palm Bay Live,"Palm Bay Live is an online news magazine offering news and information for the City of Palm Bay, Florida.",https://www.youtube.com/channel/UCVtH5223l4OUR2cxziRp1OA,,,,,,,,,,,,,,,,,,,,,
AT00007987,vero beach,yes,,Vero Beach Florida,Vero Beach Florida | Vero Beach is a beachside city in Indian River County on the Treasure Coast on the East Coast of Florida.,https://www.youtube.com/channel/UCPAZgHKw2IfPy0ESjpK35EA,,,,,,,,,,,,,,,,,,,,,
AT00007993,villas,yes,,The Villages Florida,"The Villages is an active retirement community located in sunny central Florida. Conceived over 50 years ago, our hometown has ...",https://www.youtube.com/channel/UC4UimES_xLEu_7VPyMrIeKA,,,,,,,,,,,,,,,,,,,,,
AT00007995,virginia gardens village,yes,,,,,,,,,,,,,,,,,,,,,,,,,
AT00008000,waldo,yes,,,,,,,,,,,,,,,,,,,,,,,,,
AT00008007,wauchula,yes,,Burgin Farms,Family owned and operated since 1981 Burgin Farms is here to serve the community of Florida growers and growers across the ...,https://www.youtube.com/channel/UCmYtXOIjsWDpvcMGnTOpPLw,,,,,,,,,,,,,,,,,,,,,
AT00008009,wausau,yes,,"Offical Town of Wausau, Florida","Welcome to the Official YouTube Channel for the Town of Wausau, Florida. Wausau, as you probably have guessed by now, is the ...",https://www.youtube.com/channel/UCwC5F5UefceMToWGjntPtbQ,,,,,,,,,,,,,,,,,,,,,
AT00008011,webster,yes,,,,,,,,,,,,,,,,,,,,,,,,,
AT00008016,welaka,yes,,Welaka,"The official Town of Welaka, Florida YouTube channel. Please check back as our new YouTube channel takes shape.",https://www.youtube.com/channel/UC7sghm0N5cfGzTpMPgaYgDg,,,,,,,,,,,,,,,,,,,,,
AT00008017,wellington village,yes,,,,,,,,,,,,,,,,,,,,,,,,,
AT00008021,westchester,yes,,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,"City of Opa-locka, FL",City of Opa-locka's Official YouTube Channel.,https://www.youtube.com/channel/UCOAsS_oXDEida5PdhtJwYuA,,,,,,,,,,,,,,,,,,
AT00008023,westgate,yes,,City of Boynton Beach,,https://www.youtube.com/channel/UCHxHJQCYf067_qYAmq9lKcw,City of Delray Beach,Delray Beach is a vibrant city with historic charm and award-winning beaches. www.delraybeachfl.gov.,https://www.youtube.com/channel/UCc2j0JhnR8Hx0Hj13RhCJag,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,,,,,,,,,,,,,,,
AT00008026,west melbourne,yes,,City of West Melbourne,,https://www.youtube.com/channel/UC0rw9-ZqduSTcs6uBNU7_ag,WESH 2 News,"WESH.com is Central Florida's top source for breaking news, weather and daily local headlines. Look to WESH 2 for political ...",https://www.youtube.com/channel/UCD9nZ3qeRGbPuHJaJduiQxA,"City of Cocoa, Florida","IMPORTANT NOTICE UNDER FLORIDA'S PUBLIC RECORDS LAW: Please be aware that under Chapter 119, Florida Statutes, ...",https://www.youtube.com/channel/UCbWJK7XQyPVBmp15Fwoa4jA,,,,,,,,,,,,,,,
AT00008027,west miami,yes,,City of West Miami,"West Miami is a city in Miami-Dade County, Florida, United States. The city is part of the Miami metropolitan area of South Florida.",https://www.youtube.com/channel/UC7X7aBKcMKGq04z6JAc3f1w,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,Town of Miami Lakes,"When it incorporated in December 2000, the Town of Miami Lakes became the 31st municipality in Miami-Dade County. Known ...",https://www.youtube.com/channel/UCSCzXpZ82FfA5udLY6WynCQ,City of Miami Gov,The Official City of Miami YouTube Channel.,https://www.youtube.com/channel/UCSsI2UhZkrUHM0HjP9T7wDQ,"City of Sunrise, Florida","The City of Sunrise, located in western Broward County, Florida is home to approximately 92000 residents and host to several ...",https://www.youtube.com/channel/UCwWs-vZ6h-5P6XvQOCllSCA,Miami Police Department,"Welcome to City of Miami Police Department's official YouTube page, where you will find the Miami Police VLOG created by our ...",https://www.youtube.com/channel/UCQ4ep1O3dLiHsda9rOPccsQ,,,,,,
AT00008028,weston,yes,,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,CityofWeston,"Welcome to the official City of Weston, FL YouTube video channel. Under Florida law, this is a public record. The City of Weston, ...",https://www.youtube.com/channel/UCsk894Yc5M8HaXI7LDa0HDg,Living in Weston FL,"If you're wondering what it is like to live in Weston, Florida, then this is for you! Born and raised in Weston, my #1 goal is to ...",https://www.youtube.com/channel/UCS6wNFYhwnmqXcJp84iyVNg,Weston Florida Chamber of Commerce,"The Weston Florida Chamber of Commerce serves the City of Weston, FL in southwest Broward County. The Weston Florida ...",https://www.youtube.com/channel/UCEAu3zHWk2TPDxi9spXjQLA,CiudadWeston Newspaper,"Ciudad Weston Newspaper, The only English/Spanish source of Community News in West Broward. City of Weston, Community, ...",https://www.youtube.com/channel/UCups4xT-VDK00iq28LO1gDw,,,,,,,,,
AT00008029,west palm beach,yes,,WPB-TV,Welcome to the City of West Palm Beach's official YouTube channel. We broadcast live and prerecorded city meetings and videos ...,https://www.youtube.com/channel/UC8I5opEq1KM8XVH3Rervmkw,,,,,,,,,,,,,,,,,,,,,
AT00008030,west park,yes,,"City of Sunrise, Florida","The City of Sunrise, located in western Broward County, Florida is home to approximately 92000 residents and host to several ...",https://www.youtube.com/channel/UCwWs-vZ6h-5P6XvQOCllSCA,,,,,,,,,,,,,,,,,,,,,
AT00008035,westview,yes,,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,City of Hollywood,"The City of Hollywood, Florida's YouTube Channel contains videos produced by the Office of Communications, Marketing and ...",https://www.youtube.com/channel/UCVtTjaaajzCaWsMxHBmTIsA,"City of Opa-locka, FL",City of Opa-locka's Official YouTube Channel.,https://www.youtube.com/channel/UCOAsS_oXDEida5PdhtJwYuA,Town of Davie TV,"This is the official ""YouTube"" home of the Town of Davie, Florida, government. Our Public Information Office is responsible for the ...",https://www.youtube.com/channel/UClAfziZQ5Gra8DrGRzyq37w,City of Miami Beach TV,"This is the official ""You Tube"" home of the City of Miami Beach, Florida, government. Our communications department is ...",https://www.youtube.com/channel/UCAthAfV8Iqgyl8znznZodlQ,,,,,,,,,
AT00008036,westville,yes,,,,,,,,,,,,,,,,,,,,,,,,,
AT00008038,wewahitchka,yes,,,,,,,,,,,,,,,,,,,,,,,,,
AT00008040,white city,yes,,Town of Sewall's Point,"Sewall's Point is a town located on the peninsula of the same name in Martin County, Florida, United States.",https://www.youtube.com/channel/UCzeRE7brAko8MtjFpHhbLOg,,,,,,,,,,,,,,,,,,,,,
AT00008041,white springs,yes,,Historic White Springs,White Springs was the first resort destination in Florida. The spring house along the banks of the Suwannee River drew people ...,https://www.youtube.com/channel/UC0wHdZ6emXNP7qOBKZZTOhQ,,,,,,,,,,,,,,,,,,,,,
AT00008044,wildwood,yes,,The Villages Florida,"The Villages is an active retirement community located in sunny central Florida. Conceived over 50 years ago, our hometown has ...",https://www.youtube.com/channel/UC4UimES_xLEu_7VPyMrIeKA,NLCC Live,"Live-stream video recording of New Life Christian Church services, specials, and concerts.",https://www.youtube.com/channel/UCB9PCMnYiytHYscQJEm3kCw,Exploring The Villages Florida,Join us (Dave and Brenda) as we explore The retirement community of The Villages Florida. We will explore new construction ...,https://www.youtube.com/channel/UCVq6hkSHTakwLuvt5Me-abw,,,,,,,,,,,,,,,
AT00008046,williston,yes,,"City of Williston, FL","The City of Williston, Florida.",https://www.youtube.com/channel/UCKt1468kcNjBS2AYgOaBsRQ,Moving to Ocala Florida,"Welcome to our YouTube channel dedicated to all things related to moving to Ocala, Florida and it's surrounding areas! If you're ...",https://www.youtube.com/channel/UCrZ_Qud2FcjE0A28y-pIj3w,,,,,,,,,,,,,,,,,,
AT00008049,wilton manors,yes,,City of Fort Lauderdale,"WeAreFTL: the official channel for the City of #FortLauderdale, a breathtaking coastal community in the heart of south Florida that ...",https://www.youtube.com/channel/UCsjG_WlAS2qv-Hic6K16o3w,Town of Davie TV,"This is the official ""YouTube"" home of the Town of Davie, Florida, government. Our Public Information Office is responsible for the ...",https://www.youtube.com/channel/UClAfziZQ5Gra8DrGRzyq37w,,,,,,,,,,,,,,,,,,
AT00008051,windermere,yes,,Windermere Sun,All videos at this channel are original content and under copyright protection. Windermere Sun at Youtube Channel is affiliated ...,https://www.youtube.com/channel/UCPjQQEL6O1BmEQtFC2UG7Ww,,,,,,,,,,,,,,,,,,,,,
AT00008054,winter garden,yes,,"City of Winter Haven, Fl",,https://www.youtube.com/channel/UCIPu40sAH9fKusJ2Hi4LDmQ,Commissioner Colin Sharman,"Winter Garden, Florida District 4 City Commissioner, Colin Sharman. I have been working hard, both as a District 4 resident and ...",https://www.youtube.com/channel/UCNtrpT8F2fJXibuwmisN5cQ,,,,,,,,,,,,,,,,,,
AT00008055,winter haven,yes,,"City of Winter Haven, Fl",,https://www.youtube.com/channel/UCIPu40sAH9fKusJ2Hi4LDmQ,Redeemer Winter Haven,Redeemer Winter Haven.,https://www.youtube.com/channel/UCLrmjqAn3EH8Rn5_-RLoNbw,,,,,,,,,,,,,,,,,,
AT00008056,winter park,yes,,"Redeemer Lutheran Church -Winter Park, FL","A community congregation in Winter Park, Florida which is part of the Evangelical Lutheran Church in America. Our families and ...",https://www.youtube.com/channel/UCEyi-9caWqpqYuWWB2JhK-A,City of Winter Park,"One of the finest cities in the United States, Winter Park, Fla., is considered by many to be the premier urban village in the ...",https://www.youtube.com/channel/UCNfTNaBpBKqnSnxwAlO1f5g,Winter Park Library,"Offerings from the Winter Park Public Library in Winter Park, Florida.",https://www.youtube.com/channel/UCHpVnkQOta6J6T3-OobVnsw,Winter Park Chamber of Commerce,"The mission of the Winter Park Chamber of Commerce is to convene people and ideas to create value for members, support ...",https://www.youtube.com/channel/UCMSJbGMm9HzE5ov3bA3FUEw,Winter Park Masonic Lodge ,"Winter Park Masonic Lodge #239 F&A.M. is a Lodge of Freemasons located at 1495 Grand Road, Winter Park, Florida 32792.",https://www.youtube.com/channel/UCHzk6pDJET3lg5gCzbxovjQ,,,,,,,,,
AT00008057,winter springs,yes,,Winter Springs Community Association,The Winter Springs Community Association (WSCA) was created to help our community become “One Winter Springs”. We are ...,https://www.youtube.com/channel/UCAd7Arzu9aigPZVlczyixMg,Oviedo & Winter Springs TV,"Your inside look at local events and the community in Oviedo, Winter Springs, and surrounding areas in East Seminole County, ...",https://www.youtube.com/channel/UC5-BodM-DYgCXTvpHbwrKRQ,City of Winter Park,"One of the finest cities in the United States, Winter Park, Fla., is considered by many to be the premier urban village in the ...",https://www.youtube.com/channel/UCNfTNaBpBKqnSnxwAlO1f5g,,,,,,,,,,,,,,,
AT00008062,worthington springs,yes,,"City of Gainesville, Florida",The latest videos from the City of Gainesville's Communications Office.,https://www.youtube.com/channel/UCPRBTIJPBe60dKAtgCHYwpQ,WCJB TV20 News,"Your Local Station for North Central Florida News, Weather and Sports. For news tips, email tv20news@wcjb.com.",https://www.youtube.com/channel/UCnoDBN2eLiJamBbSpqKpN_Q,City of Newberry,Official YouTube channel for the City of Newberry. Includes commission meetings and other municipal government meetings.,https://www.youtube.com/channel/UC9MNwMuigm3PeKHacwz2xQQ,,,,,,,,,,,,,,,
AT00008065,yankeetown,yes,,Levy County Florida Boat Ramps,"Boat ramps along salt & brackish water in Levy County Florida. This includes the city of Cedar Key, Yankeetown and Inglis.",https://www.youtube.com/channel/UCxtvri-ztRUzmjPnMGAMZoA,,,,,,,,,,,,,,,,,,,,,
AT00008067,yulee,yes,,LIVING IN JACKSONVILLE FLORIDA,"This channel is all about living in Jacksonville, Florida, moving to Jacksonville Florida, and relocating to Jacksonville Florida.",https://www.youtube.com/channel/UCx2bGNY3hdcZ7LxlnbDZotw,Jacksonville Florida Living - Andrea Delancy,Welcome to Jacksonville Florida Living! My channel is dedicated to helping you navigate Jax and make informed decisions about ...,https://www.youtube.com/channel/UCSef-pRmXAdZvGVb_sdqzOw,,,,,,,,,,,,,,,,,,
AT00008069,zephyrhills,yes,,City of Zephyrhills-Government,The official YouTube account for the City of Zephyrhills. Jump right into a city where opportunity springs eternal.,https://www.youtube.com/channel/UC8RAKiFlPbeAc2xwo4VkMHw,Skydive City/Z-Hills,Skydive City's main video channel where we try to upload all of our Tandem videos so our customers can share with their friends ...,https://www.youtube.com/channel/UCAiJYjGVBYvBWQ9t8k-J4hw,Phantom Airborne Brigade (Official),Official YouTube page of Phantom Airborne Brigade Phantom Airborne Brigade is Veterans only military trained parachutists ...,https://www.youtube.com/channel/UCOEpln5Qpr-37aGkAX9Eorw,,,,,,,,,,,,,,,
AT00008073,zolfo springs,yes,,,,,,,,,,,,,,,,,,,,,,,,,
esto,esto,yes,,Univision Orlando,Univision Orlando es el espacio digital de noticias para que los residentes de la comunidad hispana en la entidad encuentren ...,https://www.youtube.com/channel/UC0qnz11Nnqk1XWzLVU0F4kg,Viviendo en DORAL - FLORIDA ,"Buscas Comprar o Vender en Doral? ⬇️☀️⛱️ Bienvenidos a VIVIENDO EN DORAL FLORIDA, tu guía definitiva para vivir, ...",https://www.youtube.com/channel/UCtrnkBP8QW_PcZadA-A2XyQ,Sid Roth - ¡Es Sobrenatural!,"Sid Roth, un judío creyente en Jesús, es el anfitrión de ¡Es Sobrenatural! TV. Sid ha pasado más de 35 años investigando la ...",https://www.youtube.com/channel/UCMyCvakrpq_gLR5ri6JHM1w,,,,,,,,,,,,,,,
